9.3
9.3
9.3
18.5
7.4
18.5
16.7
11.1
5.6
0
5.6
0
3.7
0
5.6
5.6
5.6
5.6
0
7.4
5.6
7.4
9.3
9.3
5.6
9.3
13.0
11.1
13.0
14.8
14.8
5.6
13.0
13.0
13.0
7.4
7.4
0
3.7
9.3
3.7
3.7
3.7
3.7
0
0
0
5.6
3.7
7.4
3.7
0
5.6
