15
16
17
17
16
17
1
17
17
3
4
17
17
17
17
4
2
2
15
1
1
16
16
16
1
2
1
1
1
1
15
1
1
1
1
1
1
16
1
1
16
16
16
1
16
1
1
1
1
1
1
2
